user_id,user_name,user_followers_count,user_friends_count,user_timezone,coordinates,created_at,tweet
1213154832,Kalith Martinez ღDP,2116,280,,"{u'type': u'Point', u'coordinates': [-74.2551948, 11.0071302]}",Wed Apr 23 20:34:59 +0000 2014,"""@RealMadrid_FlyE: EL REAL MADRID ES EL REAL MADRID !!!!!!!!!!!!!!!!!!"""
363687770,▲ngel Tejedor,323,801,London,,Wed Apr 23 20:34:59 +0000 2014,Modric. Mejor jugador del Real Madrid temporada 2013/14.
210244789,Kristian Oyola |m| ,223,128,Central Time (US & Canada),,Wed Apr 23 20:34:59 +0000 2014,RT @_SentimentCule: Ay Pep... tu lugar no estaba fuera de Barcelona.
714288990,Goal Zone,1406,97,West Central Africa,,Wed Apr 23 20:34:59 +0000 2014,"90+4'LIVE' Real Madrid 1-0 Bayern Munich ; a serious penalty call from Bayern,as Alonso intercepts Muller's attempt to shoot in the box"
402762665,The Real Julen Gomez,366,1623,Amsterdam,,Wed Apr 23 20:34:59 +0000 2014,RT @bolinaga_alba: Puto Real Madrid.
117381912,Martín Villarroel,131,398,Caracas,,Wed Apr 23 20:34:59 +0000 2014,RT @VarskySports: Real Madrid superó el bombardeo inicial y está justificando la ventaja por los 75 minutos restantes. Bayern Munich conoci…
50507426,Manuel Adams,282,373,Mexico City,,Wed Apr 23 20:34:59 +0000 2014,"RT @Esepinchewey: “VAMOS BAYERN, AÚN PODEMOS GANAR”
—Un aficionado del Barcelona que aún está dolido."
1649476038,Norma ♥,158,205,,,Wed Apr 23 20:34:59 +0000 2014,Real Madrid All The Waay ! 👌💕
540682530,⚡IG: ANJU PANG ⚡,262,243,Atlantic Time (Canada),,Wed Apr 23 20:34:59 +0000 2014,RT @GeniusFootball: Last time Real Madrid won the Champions League Raul had this phone.. http://t.co/yO5gd2aULL
838511982,Nathan,88,62,Amsterdam,,Wed Apr 23 20:34:59 +0000 2014,RT @TSBible: Last time Real Madrid won the champions league they had this guy playing.. http://t.co/DSoT7g652g
1876229040,James Watson,73,69,,,Wed Apr 23 20:34:59 +0000 2014,RT @TSBible: Last time Real Madrid won the champions league they had this guy playing.. http://t.co/DSoT7g652g
616267080,Leandro De Sousa,79,151,,,Wed Apr 23 20:34:59 +0000 2014,RT @TSBible: Last time Real Madrid won the champions league they had this guy playing.. http://t.co/DSoT7g652g
377104444,Jhoselin,216,138,Mountain Time (US & Canada),,Wed Apr 23 20:34:59 +0000 2014,RT @RealMadrid_FlyE: EL REAL MADRID ES EL REAL MADRID !!!!!!!!!!!!!!!!!!
1456995794,Proyecto WWAT BCN®,2394,1438,Athens,,Wed Apr 23 20:34:59 +0000 2014,"RT SI VAS AL CONCIERTO DE ONE DIRECTION EN BARCELONA EL 8DE JULIO

SEGUIDNOS PARA ENTERAROS DEL PROYECTO OFICIAL, ES MUY IMPORTANTE :)"
431764876,fila12 associazione,1043,188,Rome,,Wed Apr 23 20:34:59 +0000 2014,“@TSBible: Real Madrid fans! http://t.co/UtBgtmESI4”
736546423,RamazanSofuoğlu,190,187,Athens,,Wed Apr 23 20:34:59 +0000 2014,"RT @_ertemsener: Real Madrid-Bayern Munich ilk yarı 
75 Pas Real Madrid
381 Pas Bayern Münih 
Pes pes pes !!!"
70059150,Eau Santiago.,388,357,Bogota,,Wed Apr 23 20:34:59 +0000 2014,RT @wqueijeiro: Real Madrid vs. Bayern Múnich pareció un partido del #Final2014
1113745172,☺ will herondale ☺,1323,511,Amsterdam,,Wed Apr 23 20:34:59 +0000 2014,RT @_SentimentCule: Ay Pep... tu lugar no estaba fuera de Barcelona.
129658710,Jonathan Rivero,1074,386,Hawaii,,Wed Apr 23 20:34:59 +0000 2014,RT @SoyLadillador: PENAL PARA EL BARCELONA.
949914300,Jess Ramplin,230,232,Casablanca,,Wed Apr 23 20:34:59 +0000 2014,Got live sound of the real Madrid game from my room #hearthecrowd #unreal #SantiagoBernabeu #HalaMadrid
308593931,fábio campeão.,5247,1398,Greenland,,Wed Apr 23 20:34:59 +0000 2014,Que estén cerca de la portería del Real Madrid acelera más el corazón.
184829874,James McGrail,396,763,,,Wed Apr 23 20:34:59 +0000 2014,RT @TSBible: Last time Real Madrid won the champions league they had this guy playing.. http://t.co/DSoT7g652g
45003425,Idekel Becerra,335,1697,Central Time (US & Canada),,Wed Apr 23 20:34:59 +0000 2014,"RT @JhonyMosquera: Revive la atajada de Iker, que mantiene a Real Madrid ganando https://t.co/d7HuB3YQtM"
1262508396,LaMagieCest Magic,186,2002,,,Wed Apr 23 20:34:59 +0000 2014,RT @Status_Indo: Real Madrid vs Bayern Muenchen: Babak I Muenchen Mendominasi: Bayern Muenchen mendominasi jalannya babak perta... http://t…
1379271102,Moss ,166,366,,"{u'type': u'Point', u'coordinates': [27.8317, -32.99264]}",Wed Apr 23 20:34:59 +0000 2014,"Real Madrid is make me smile,unlike Chiefs..."
340996819,Estuardo Cisneros,422,398,Central America,,Wed Apr 23 20:34:59 +0000 2014,RT @prensa_libre: RT @tododeportes_pl: Se repondrán cuatro minutos al encuentro Real Madrid 1-0 Bayern Munich #Champions
1857367286,BLG,119,325,,,Wed Apr 23 20:35:00 +0000 2014,RT @bwin_es: Uno de los mejores en el Real Madrid hoy: Carvajal
534665731,Christian Mayorga,118,378,Bogota,,Wed Apr 23 20:35:00 +0000 2014,RT @wqueijeiro: Real Madrid vs. Bayern Múnich pareció un partido del #Final2014
2303664810,Una culé más :),467,480,,,Wed Apr 23 20:35:00 +0000 2014,RT @IdeologiaCule: Pep vuelve al Barcelona vuelve!
627704919,rocio sucilla♡!,1882,662,Athens,,Wed Apr 23 20:35:00 +0000 2014,"Si pudieras pedir tres deseos, ¿cuáles serían? — conocer a macklemore vivir en Málaga o en Barcelona y lo último... http://t.co/TmmApSkfoa"
297054031,Hayde,1478,464,Mountain Time (US & Canada),,Wed Apr 23 20:35:00 +0000 2014,Y dicen que el Barcelona es el ratero.
324379506,Alonsismo,818,635,,,Wed Apr 23 20:35:00 +0000 2014,@noelle_cruz I was going to tweet you were winning his game and they almost scored. WHY REAL MADRID
366193575,Daniel Falconer ,160,214,,,Wed Apr 23 20:35:00 +0000 2014,RT @TSBible: Last time Real Madrid won the champions league they had this guy playing.. http://t.co/DSoT7g652g
113055745,Džen4n,283,303,Sarajevo,,Wed Apr 23 20:35:00 +0000 2014,If Chelsea and Real Madrid both goes to finals of #ChampionsLeague no body will attack &amp; will park the bus in front ofwhat will happen then?
1488895832,BlancaB,410,230,,,Wed Apr 23 20:35:00 +0000 2014,RT @jjbrotons: El factor Casillas es decisivo. El Real Madrid ha hecho un gran partido y recupera el favoritismo en la eliminatoria. El Bay…
148112690,Az,350,304,Casablanca,,Wed Apr 23 20:35:00 +0000 2014,RT @GeniusFootball: Last time Real Madrid won the Champions League Raul had this phone.. http://t.co/yO5gd2aULL
1004593620,Soñando (P)arís.,215,220,Madrid,,Wed Apr 23 20:35:00 +0000 2014,RT @LUISMIHERRAZ: Real Madrid aleeeeeee real Madrid aleee  vamoooos coño !!!
130339278,Jrad *Cookz* Bryan ,300,232,Quito,,Wed Apr 23 20:35:00 +0000 2014,REAL MADRID WAS BY FAR THE BEST TEAM IN THIS 2ND HALF
182275829,Fermín.,1271,666,Santiago,,Wed Apr 23 20:35:00 +0000 2014,¡GRANDE REAL MADRID!
934381544,Marcos Franco,491,149,Lisbon,,Wed Apr 23 20:35:00 +0000 2014,"RT @GeniusFootball: Real Madrid: 75 Passes Completed

Toni Kroos: 65 Passes Completed"
411926080,#MIBOJU4RA,4433,237,Jakarta,,Wed Apr 23 20:35:00 +0000 2014,Hatur nuhun aa alonso udh selamatkan gawang Real Madrid
116050998,Alejandro Ortiz C.,488,1795,Bogota,,Wed Apr 23 20:35:00 +0000 2014,Tradeando y ganando con Real Madrid vs Bayer München http://t.co/AoppmSjGgq
88230087,Caio Bitencourt,663,386,Santiago,,Wed Apr 23 20:35:00 +0000 2014,Não foi nada. Mas se fosse com o Barcelona já tavam com um dossiê UEFALona
1618358016,Feliz Cumple Nico♡,230,365,Eastern Time (US & Canada),,Wed Apr 23 20:35:00 +0000 2014,"RT @NiallSpanish: Video: Niall estuvo el 21/Abril en ""Camp Nou"" y saliendo le grabo un vídeo a Maria Evans (fan) en Barcelona #NS http://t.…"
714028927,Joanmartín,1014,792,Athens,,Wed Apr 23 20:35:01 +0000 2014,Sociedad Civil Catalana marcará un antes y un después en la locura secesionista ¡exitazo presentación en Barcelona! http://t.co/ngqFY9SyST …
446591076,Tyler Durden ,745,109,Athens,,Wed Apr 23 20:35:01 +0000 2014,RT @TSBible: Last time Real Madrid won the champions league they had this guy playing.. http://t.co/DSoT7g652g
163311783,Daniela,513,398,Eastern Time (US & Canada),,Wed Apr 23 20:35:01 +0000 2014,"RT @SomosCule: Los madridistas sueñan con el Barça, a cada segundo les sale la palabra ""Barcelona"", barcelonitis aguda. No disfrutan ni a s…"
